Timestamp,EAR,MAR,Head_Tilt,Head_Elevation,Is_Drowsy
20:44:01.705196,0.31690854933598434,0.535631257511529,-5.640549432156823,32,0
20:44:01.935445,0.3174404889466571,0.5928799855582443,-3.510678430267298,34,0
20:44:02.132516,0.33926474420639496,0.5893316024340953,-2.827124578161273,29,0
20:44:02.333083,0.3368370142273748,0.574466056117809,-2.1747441146100535,21,0
20:44:02.530452,0.3605735527230457,0.6102923737325812,-2.520827907710173,23,0
20:44:02.720589,0.34401126224545897,0.5965649732066782,-3.576334374997351,22,0
20:44:02.928234,0.33897085412530875,0.5534152057742502,-4.316027519865624,27,0
20:44:03.114328,0.3568271700894263,0.569394129869653,-4.674163711130772,33,0
20:44:03.297565,0.3589722319214006,0.5435689127764238,-4.289153328819018,33,0
20:44:03.842877,0.3040515392274722,0.5611778817044659,-4.23639479905884,43,0
20:44:04.211730,0.3252315124054683,0.5604355696251,-3.0848123304975923,51,0
20:44:04.489820,0.32869510894867215,0.5053950495755009,-3.386334328783698,54,0
20:44:04.772351,0.31528874481185304,0.5155580075665784,-2.3579059707169034,52,0
20:44:04.997444,0.3234653908133456,0.5225383127962825,-2.3579059707169034,49,0
20:44:05.211048,0.3114577418536777,0.5429653517537156,-2.3579059707169034,50,0
20:44:05.417864,0.3217191039162837,0.515692434017925,-2.6630007660671433,52,0
20:44:05.630919,0.31505374954235416,0.5409540745594398,-2.3441324740698417,53,0
20:44:05.857260,0.3355131462147905,0.569170016895068,-2.009553813021139,52,0
20:44:06.088157,0.32162207694557066,0.5868047458092304,-2.3579059707169034,51,0
20:44:06.330486,0.34330713826281123,0.5584781485091385,-2.3441324740698417,54,0
20:44:06.545641,0.32235522837520814,0.6299805766508593,-1.9978798564766747,55,0
20:44:06.753236,0.30578113470455903,0.6346534975525626,-1.6651060581036772,53,0
20:44:06.993712,0.3019375469439294,0.6075844559256368,-0.662349447372199,52,0
20:44:07.232560,0.30167515294308744,0.609823260018074,-0.662349447372199,50,0
20:44:07.452222,0.2977450661969362,0.6965338101963089,-1.010997052330402,45,0
20:44:07.676430,0.2920331257199011,0.5759403763178709,-2.3859440303888126,42,0
20:44:07.895929,0.2905949722642056,0.6127299258700872,-2.7591076586202736,41,0
20:44:08.215407,0.3088400657208153,0.5967336708295489,-3.406443754994719,40,0
20:44:08.425262,0.3070587403234167,0.5528363743833772,-4.4247844517439665,37,0
20:44:08.654405,0.30522155840005305,0.575523997374185,-3.791165687365224,39,0
